Año;DEPARTAMENTO;PROVINCIA;CENTRO POBLADO;COBERTURA RADIO;FRECUENCIA DE RADIO;INGRESO ANUAL;GASTOS ANUALES;VIA DE ACCESO;MEDIO DE TRANSPORTE
2023;CAJAMARCA;CAJAMARCA;TARTAR CHICO;1;RPP; ; ; ; 
2023;CAJAMARCA;CAJAMARCA;VISTA ALEGRE;1;RADIO CONTINENTE;29700;29700; ;COMBI
2023;CAJAMARCA;CAJAMARCA;HUAYAGUAL;1;RADIO CONTINENTE; ; ; ; 
2023;CAJAMARCA;CAJAMARCA;CHAMANI;1;TURBO MIX; ; ; ; 
2023;CAJAMARCA;CAJAMARCA;SAN PABLO DE JESUS;1;RADIO PROGRAMAS 104.3 AM; ; ; ; 
2023;CAJAMARCA;CAJAMARCA;VILLA LIBERTAD;1;CAMPESINA 1380 AM;28800;28800; ; 
2023;CAJAMARCA;CAJAMARCA;APALIN;1;CAMPESINA; ; ; ; 
2023;CAJAMARCA;CAJAMARCA;NUEVO TEXAS -COCHAPAMPA;1;CAMPESINA 1380 AM;27600;27600; ; 
2023;CAJAMARCA;CAJAMARCA;NEGRITOS ALTO;1;RADIO CONTINENTE;30850;30850; ; 
2023;CAJAMARCA;CAJAMARCA;PALTAPAMPA;1;CONTINENTE 820 AM; ; ; ; 
2023;CAJAMARCA;CAJAMARCA;EL CUMBE;1;RADIO CAMPESINA 1380 AM;27600;27600; ; 
2023;CAJAMARCA;CAJAMARCA;CHILIMPAMPA ALTA;2; ;27600;27600; ;COMBI
2023;CAJAMARCA;CAJABAMBA;CHOLOCAL;1;SENSACIÓN;12712;12712; ;COMBI
2023;CAJAMARCA;CAJABAMBA;EL HUAYO;2; ; ;3500; ; 
2023;CAJAMARCA;CAJABAMBA;SAN MIGUEL DE ALGAMARCA;2; ; ; ; ; 
2023;CAJAMARCA;CAJABAMBA;ARAQUEDA;2; ; ;22000; ;COMBI
2023;CAJAMARCA;CAJABAMBA;CHUQUIBAMBA;1;JULICCES 101.1 FM; ; ; ;COMBI
2023;CAJAMARCA;CAJABAMBA;HUAMBORCO;2; ; ; ; ;COMBI
2023;CAJAMARCA;CAJABAMBA;CALLUAN;2; ; ;5924; ;COMBI
2023;CAJAMARCA;CAJABAMBA;TABACAL;1;RADIO JULISES 101.1 FM; ; ; ; 
2023;CAJAMARCA;CELENDIN;SANTA ROSA;2; ;2800;15600; ; 
2023;CAJAMARCA;CELENDIN;JEREZ;1;RPP;8400; ; ; 
2023;CAJAMARCA;CELENDIN;VISTA ALEGRE;1;SHILI PODER Y NORANDINA;4800;2400; ; 
2023;CAJAMARCA;CELENDIN;YAGEN;1;NOR ANDINA;3600;3600; ; 
2023;CAJAMARCA;CELENDIN;ANDAMACHAY;1;NOR ANDINA;7200;7200; ; 
2023;CAJAMARCA;CELENDIN;VILLANUEVA; ; ; ; ; ; 
2023;CAJAMARCA;CELENDIN;RAMOSCUCHO;1;RADIO NOR ANDINA;5400;10500; ; 
2023;CAJAMARCA;CELENDIN;CHUGUR;1;RADIO CELENDÍN;7200;9600; ; 
2023;CAJAMARCA;CELENDIN;PIOBAMBA;2; ; ; ; ; 
2023;CAJAMARCA;CELENDIN;LAGUNAS;1;NORANDINA;8800;5050; ; 
2023;CAJAMARCA;CELENDIN;TAHUAN;1;RADIO SHILI PODER Y NORANDINA;900;2400; ; 
2023;CAJAMARCA;CELENDIN;LLAGUAN;1;SHILI PODER Y NORANDINA;6800;600; ; 
2023;CAJAMARCA;CELENDIN;MUSADEN;1;RADIO CONAÑA;28800;28800; ;A PIE
2023;CAJAMARCA;CELENDIN;CANDEN;1;NOR ANDINA;29700;36000; ;MOTO LINEAL
2023;CAJAMARCA;CELENDIN;SALACAT;1;RADIO ANTENA 1 13.9 FM;27600;27600; ;COMBI
2023;CAJAMARCA;CELENDIN;VIGASPAMPA;1;RADIO ANTENA 1 103.9 FM;32400;8400; ; 
2023;CAJAMARCA;CELENDIN;SAN JUAN DE REJOPAMPA;2; ;27600;27600; ; 
2023;CAJAMARCA;CELENDIN;PIZON;1;RADIO NOR ANDINA; ;3500; ; 
2023;CAJAMARCA;CELENDIN;MUYOC CHICO;2; ;9300;9300; ; 
2023;CAJAMARCA;CELENDIN;LLAVIDQUE;2; ;31200;31200; ; 
2023;CAJAMARCA;CELENDIN;QUINUAMAYO;1;RADIO NOR ANDINA 101.9FM;6000;6000; ; 
2023;CAJAMARCA;CELENDIN;NUEVA ESPERANZA;1;RADIO SHILI PODER 101.8; ;440; ; 
2023;CAJAMARCA;CELENDIN;CRUZPAMPA;2; ;29700;29700; ; 
2023;CAJAMARCA;CELENDIN;DOS DE MAYO;2; ;7200;7200; ; 
2023;CAJAMARCA;CELENDIN;LAGUNAS PEDREGAL;1;RADIO LA TUYA;8400;1440; ; 
2023;CAJAMARCA;CELENDIN;EL TINGO;1;LA VOZ DEL TINGO;8400;8400; ; 
2023;CAJAMARCA;CELENDIN;EL TINGO;2; ;29700;29700; ; 
2023;CAJAMARCA;CHOTA;LA PUCARA;1;RADIO ANDINA; ; ; ;COMBI
2023;CAJAMARCA;CHOTA;CHUCMAR;1;RPP NOTICIAS; ; ; ; 
2023;CAJAMARCA;CHOTA;YAMALUC;1;RADIO SANTA MONICA; ; ; ;MOTO TAXI
2023;CAJAMARCA;CHOTA;LA RAMADA;2; ;12000;12000; ; 
2023;CAJAMARCA;CHOTA;EL VERDE;1;RADIO ANDINA CHOTA 980 AM;5016;5016; ;COMBI
2023;CAJAMARCA;CHOTA;BELLANDINA;1;RADIO ANDINA; ; ; ;MOTO LINEAL
2023;CAJAMARCA;CHOTA;CUTAXI;1;RADIO ANDINA Y RADIO CHOTA; ;1000; ; 
2023;CAJAMARCA;CHOTA;SAN JOSE;1;RADIO SANTA MONICA 610 AM; ; ; ; 
2023;CAJAMARCA;CHOTA;PALCO LA CAPILLA;1;RADIO PROGRAMAS 730 AM; ; ; ; 
2023;CAJAMARCA;CHOTA;PACOPAMPA;1;RADIO LAS PALMAS 93.5 FM;12000;10000; ; 
2023;CAJAMARCA;CHOTA;LA TORRE;2; ;4000;4000; ; 
2023;CAJAMARCA;CHOTA;CHABARBAMBA;1;RADIO ILUSION; ; ; ; 
2023;CAJAMARCA;CHOTA;QUIDEN;2; ; ; ; ; 
2023;CAJAMARCA;CHOTA;SOGOS;1;RADIO SANTA MÓNICA 95.7 FM;11500;11500; ; 
2023;CAJAMARCA;CHOTA;MASINTRANCA;1;RADIO ANDINA (CHOTA) 980 AM;4908;4908; ; 
2023;CAJAMARCA;CHOTA;LA COLPA;1;SANTA MÓNICA; ; ; ; 
2023;CAJAMARCA;CHOTA;CRUZ CONGA;1;RADIO ANDINA 980 AM;298;200; ;MOTO LINEAL
2023;CAJAMARCA;CHOTA;CHETILLA;1;RADIO PROGRAMAS DEL PERÚ; ;2788; ; 
2023;CAJAMARCA;CHOTA;LLANGODEN ALTO;1;RADIO ANDINA;15600;15600; ;COMBI
2023;CAJAMARCA;CHOTA;CHUYABAMBA;2; ; ; ; ; 
2023;CAJAMARCA;CHOTA;LA PALMA; ; ; ; ; ; 
2023;CAJAMARCA;CHOTA;CHACAPAMPA;1;RADIO SANTA MONICA;29100;29100; ;MOTO LINEAL
2023;CAJAMARCA;CHOTA;SAN JUAN; ; ; ; ; ; 
2023;CAJAMARCA;CHOTA;SUSANGATE;2; ; ; ; ; 
2023;CAJAMARCA;CHOTA;EL NOGAL;2; ; ; ; ; 
2023;CAJAMARCA;CHOTA;ROSASPAMPA;1;RADIO ANDINA (CHOTA) 980 AM; ; ; ; 
2023;CAJAMARCA;CHOTA;HUALLANGATE;1;RADIO ANDINA 980 AM; ; ; ; 
2023;CAJAMARCA;CHOTA;NUMBRAL;1;ANDINA RADIO 100.9 FM;4908;4908; ; 
2023;CAJAMARCA;CHOTA;EL TENDAL;1;SANTA MÓNICA; ; ; ; 
2023;CAJAMARCA;CHOTA;LA UNION;2; ;15885;12650; ;MOTO LINEAL
2023;CAJAMARCA;CHOTA;UÑIGAN;2; ;4908;1000; ; 
2023;CAJAMARCA;CHOTA;SANTA CLARA;1;YAUYUCAN;21000;3475; ; 
2023;CAJAMARCA;CHOTA;CHALLUARACRA;1;RADIO ILUSION 96.1 FM; ; ; ;MOTO TAXI
2023;CAJAMARCA;CHOTA;LANCHECONGA;1;RADIO SANTA MONICA; ; ; ;MOTO TAXI
2023;CAJAMARCA;CHOTA;CONGA EL VERDE;1;RADIO ANDINA 980 FM; ; ; ; 
2023;CAJAMARCA;CHOTA;PALTARUME;1;RADIO ANDINA 980 AM;11500;1500; ; 
2023;CAJAMARCA;CHOTA;MANGALPA;1;RADIO PROGRAMAS 730 AM; ; ; ; 
2023;CAJAMARCA;CHOTA;EL NARANJO;1;RADIO ANDINA (CHOTA) 980 AM;4908;4908; ; 
2023;CAJAMARCA;CHOTA;CUYUMALCA;2; ;2478; ; ; 
2023;CAJAMARCA;CHOTA;NEGROPAMPA;2; ; ; ; ; 
2023;CAJAMARCA;CHOTA;EL TAYAL;1;RADIO ANDINA;17863;13463; ; 
2023;CAJAMARCA;CHOTA;SAN ANTONIO;2; ;26400; ; ;A PIE
2023;CAJAMARCA;CHOTA;SAN JUAN DE UNICAN;1;RADIO JHC 107.107 FM; ; ; ; 
2023;CAJAMARCA;CHOTA;YURACYACU;2; ; ; ; ; 
2023;CAJAMARCA;CHOTA;LINGAN GRANDE;2; ;36000;15000; ; 
2023;CAJAMARCA;CHOTA;PAMPACANCHA;1;ANDINA; ;6000; ;COMBI
2023;CAJAMARCA;CHOTA;AGUA BRAVA;1;RADIO ANDINA 980 AM;1200;1200; ; 
2023;CAJAMARCA;CHOTA;LUCMAR;1;RADIO ANDINA 980 AM;2454;2454; ; 
2023;CAJAMARCA;CHOTA;LA LIBERTAD;1;RADIO ANDINA CHOTA 980 AM; ; ; ; 
2023;CAJAMARCA;CHOTA;PICHUGAN;2; ; ; ; ;MOTO LINEAL
2023;CAJAMARCA;CHOTA;CAMPAMENTO TUNEL CONCHANO;1;ANDINA; ; ; ; 
2023;CAJAMARCA;CHOTA;EL GUAYABO;1;JHC 97.7FM; ; ; ; 
2023;CAJAMARCA;CHOTA;JALCA NUNGO;1;RADIOO ANDINA;1200;1200; ; 
2023;CAJAMARCA;CHOTA;SANGANA;2; ; ; ; ; 
2023;CAJAMARCA;CHOTA;PUQUIOPAMPA;1;JHC 107.7 FM; ; ; ; 
2023;CAJAMARCA;CHOTA;EL MIRADOR;1;RADIO ANDINA; ;36000; ; 
2023;CAJAMARCA;CHOTA;SAN JUAN NUNGO;2; ;4600; ; ; 
2023;CAJAMARCA;CHOTA;CADMALCA;1;RADIO LA EXITOSA 95.5 FM;11160;11160; ; 
2023;CAJAMARCA;CHOTA;CHOCTAPATA-ROJASPAMPA;1;RADIO CHOTA.;27600;16000; ;MOTO LINEAL
2023;CAJAMARCA;CHOTA;PARAGUAY;1;RADIO LAS PALMAS 8.5 AM; ;7000; ; 
2023;CAJAMARCA;CHOTA;HUAYRASITANA;1;RADIO ANDINA 980 AM; ; ; ; 
2023;CAJAMARCA;CHOTA;TUGUSA;1;ANDINA RADIO 980 AM;8424;8424; ;MOTO LINEAL
2023;CAJAMARCA;CHOTA;IRACA GRANDE;2; ; ; ; ; 
2023;CAJAMARCA;CHOTA;SEGUE;1;SANTA MÓNICA 95.7 FM;1500;1500; ;MOTO TAXI
2023;CAJAMARCA;CHOTA;EL LIRIO;1;RADIO SANTA MARIA; ; ; ; 
2023;CAJAMARCA;CHOTA;LA LIBERTAD VILLA PALMA;1;SANTA MONICA; ; ; ; 
2023;CAJAMARCA;CHOTA;AYANCHACRA;1;LAS PALMAS; ;300; ; 
2023;CAJAMARCA;CHOTA;PARIAMARCA;1;LAS PALMAS; ; ; ; 
2023;CAJAMARCA;CHOTA;SARABAMBA;2; ; ; ; ; 
2023;CAJAMARCA;CHOTA;CHUGUR - ALISO;1;RADIO ANDINA 980 AM; ; ; ; 
2023;CAJAMARCA;CHOTA;CARNICHE BAJO;1;RADIO OFELISPLUS 97.1 FM;12000;12000; ;COMBI
2023;CAJAMARCA;CHOTA;LA PALMA;1;RADIO ANDINA;1225;1225; ; 
2023;CAJAMARCA;CHOTA;CHAUPELANCHE;2; ; ; ; ; 
2023;CAJAMARCA;CHOTA;CONDORPULLANA;2; ; ;75000; ; 
2023;CAJAMARCA;CHOTA;EL NARANJO;1;RADIO ANDINA; ;500; ;COMBI
2023;CAJAMARCA;CONTUMAZA;LLALLAN;2; ; ; ; ;MOTO TAXI
2023;CAJAMARCA;CONTUMAZA;EL SALITRE;1;RADIO LA EXITOSA 95.5 FM; ; ; ; 
2023;CAJAMARCA;CONTUMAZA;SANTA ANA;2; ; ; ; ; 
2023;CAJAMARCA;CONTUMAZA;JAGUEY;1;RADIO PROGRAMAS PERU RPP; ;30000; ; 
2023;CAJAMARCA;CUTERVO;EL ROLLO;2; ; ; ; ;MOTO LINEAL
2023;CAJAMARCA;CUTERVO;SANTA ROSA;1;RADIO LAS PALMAS 1360 AM; ; ; ; 
2023;CAJAMARCA;CUTERVO;SILLANGATE;2; ;2200; ; ; 
2023;CAJAMARCA;CUTERVO;SANTA TERESA DE QUEROMARCA;1;RADIO LAS PALMAS;12000;12000; ; 
2023;CAJAMARCA;CUTERVO;SINCHIMACHE;1;RADIO IIUCÁN;26400;26400; ; 
2023;CAJAMARCA;CUTERVO;SANTA CRUZ DE LA SUCCHA;2; ; ; ; ; 
2023;CAJAMARCA;CUTERVO;EL CUMBE;2; ; ;1000; ;MOTO LINEAL
2023;CAJAMARCA;CUTERVO;CASA BLANCA;2; ; ;16600; ;MOTO LINEAL
2023;CAJAMARCA;CUTERVO;CONDORHUASI;2; ; ;6000; ; 
2023;CAJAMARCA;CUTERVO;MALLETA;1;RADIO MARAÑÓN;27600;27600; ;MOTO LINEAL
2023;CAJAMARCA;CUTERVO;YUNCHACO;2; ;2300;2300; ;MOTO LINEAL
2023;CAJAMARCA;CUTERVO;TAMBILLO;2; ;36960;36960; ;MOTO LINEAL
2023;CAJAMARCA;CUTERVO;EL PAGO;1;RADIO ILUCAN  740 AM;2300;2300; ;MOTO LINEAL
2023;CAJAMARCA;CUTERVO;LLUSHCAPAMPA;1;RADIO NACIONAL 103.5 FM;12000;12000; ; 
2023;CAJAMARCA;CUTERVO;QUILLUGAY;2; ; ;8000; ; 
2023;CAJAMARCA;CUTERVO;RAMBRAN;2; ; ;3360; ; 
2023;CAJAMARCA;CUTERVO;CHISIGLE;2; ;29700;29700; ;MOTO LINEAL
2023;CAJAMARCA;CUTERVO;LIBERTAD NARANJITO DE CAMSE;1;RADIO ILUCAN;26400;26400; ;COMBI
2023;CAJAMARCA;CUTERVO;LA FLOR;2; ;19402;15600; ; 
2023;CAJAMARCA;CUTERVO;MIRAFLORES;1;ILUCAN;36744;36744; ; 
2023;CAJAMARCA;CUTERVO;VALLE CALLACATE;1;RADIO ILUCAN 740 AM;26400;24400; ; 
2023;CAJAMARCA;CUTERVO;SUMIDERO;1;RADIO ILUCAN;26400;26400; ; 
2023;CAJAMARCA;CUTERVO;SAN LUIS;1;RADIO ILUCAN;26400;26400; ;MOTO LINEAL
2023;CAJAMARCA;CUTERVO;SAN ANTONIO;1;RADIO ILLUCAN 740AM;27600;27600; ; 
2023;CAJAMARCA;CUTERVO;SECTOR EL CAMPO;2; ;29700;29700; ;MOTO LINEAL
2023;CAJAMARCA;CUTERVO;LA COLCA;1;RADIO ILUCAN;26400;26400; ; 
2023;CAJAMARCA;CUTERVO;ADCUÑAC;2; ; ; ; ;A PIE
2023;CAJAMARCA;CUTERVO;LA LAGUNA;1;RADIO ILUCAN;2300;6900; ; 
2023;CAJAMARCA;CUTERVO;YATUN;1;RADIO ILUCAN;26400;26400; ; 
2023;CAJAMARCA;CUTERVO;CRUZ ROJA;1;RADIO ILUCAN;27600;35000; ;MOTO TAXI
2023;CAJAMARCA;CUTERVO;CHIPULUC;1;RADIO IRUPAM;26400; ; ;COMBI
2023;CAJAMARCA;CUTERVO;CACHACARA;2; ; ; ; ;MOTO LINEAL
2023;CAJAMARCA;CUTERVO;MAMABAMBA;1;RADIO ILUCAN 96.5;27; ; ;COMBI
2023;CAJAMARCA;CUTERVO;PAMPA DE LA RIOJA;1;RADIO ILUCAN 96.5 F.M;38640;36960; ; 
2023;CAJAMARCA;CUTERVO;PATAHUAZ;1;RADIO ILUCAN 740AM 96.5FM;25200;25200; ; 
2023;CAJAMARCA;CUTERVO;SANTA CLARA;2; ;21100;21100; ; 
2023;CAJAMARCA;CUTERVO;GRAMALOTE;2; ;29700;29700; ; 
2023;CAJAMARCA;CUTERVO;CONGA DE ALLANGA;1;RADIO ILUCAN;26400; ; ;COMBI
2023;CAJAMARCA;CUTERVO;LANCHE;1;RADIO ILUCAN 96.5 FM;26400;6600; ;MOTO TAXI
2023;CAJAMARCA;CUTERVO;REJOPAMPA;1;RADIO ILUCAN;26000; ; ; 
2023;CAJAMARCA;CUTERVO;PAYAC;1;RADIO ILUCAN 96.5;26;26400; ;COMBI
2023;CAJAMARCA;CUTERVO;CHACAF;1;ILUCAN;27600;27600; ; 
2023;CAJAMARCA;CUTERVO;AMBULCO GRANDE;2; ;26400;26400; ; 
2023;CAJAMARCA;CUTERVO;MINAS;1;RADIO LAS LAMAS;26400; ; ; 
2023;CAJAMARCA;CUTERVO;SALABAMBA;2; ;26400;26400; ; 
2023;CAJAMARCA;CUTERVO;CONDAY;2; ;26400;26400; ;MOTO TAXI
2023;CAJAMARCA;CUTERVO;SAN JOSE;1;RADIO ILUCAN;29700;29700; ; 
2023;CAJAMARCA;HUALGAYOC;PUSOC;1;RADIO COREMARCA 100.5 FM;14988;14988; ; 
2023;CAJAMARCA;HUALGAYOC;MORAN PATA;1;"RADIO BAMBAMARCA ""FRECUENCIA LÍDER""";13526;13526; ;MOTO LINEAL
2023;CAJAMARCA;HUALGAYOC;MORAN LIRIO;1;STEREO HUALGAYOC 94.5 FM; ;13526; ; 
2023;CAJAMARCA;HUALGAYOC;LLAUCAN;2; ;60084;60084; ; 
2023;CAJAMARCA;HUALGAYOC;EL ROMERO;1;RADIO LÍDER;37692;37692; ; 
2023;CAJAMARCA;HUALGAYOC;SAN ANTONIO;1;RADIO DISCO PLUS 103.3 FM;47064;47064; ; 
2023;CAJAMARCA;HUALGAYOC;EL TAMBO;1;RADIO DOBLE R 95.3 FM;50874;50874; ; 
2023;CAJAMARCA;HUALGAYOC;HUANGAMARCA;1;RADIO COREMARCA;54060;54060; ; 
2023;CAJAMARCA;HUALGAYOC;SAN JUAN DE LACAMACA;1;RADIO DISCO PLUS 103.3;32922;32922; ; 
2023;CAJAMARCA;HUALGAYOC;EL ALUMBRE;2; ;20892;20892; ; 
2023;CAJAMARCA;HUALGAYOC;LA HUALANGA;1;FRECUENCIA LIDER 98.5 FM;18078;18078; ; 
2023;CAJAMARCA;HUALGAYOC;EL TUCO;1;RADIO LIDER;39060;39060; ; 
2023;CAJAMARCA;HUALGAYOC;LA COLPA;1;RADIO COREMARCA 100.5 FM;30582;30582; ; 
2023;CAJAMARCA;HUALGAYOC;ATOSHAICO;1;RADIO ANDINA;41400;41400; ; 
2023;CAJAMARCA;HUALGAYOC;QUENGO RIO;2; ;44112;72320; ; 
2023;CAJAMARCA;HUALGAYOC;MARCO LAGUNA;2; ;37200;46000; ;COMBI
2023;CAJAMARCA;HUALGAYOC;CHICOLÓN;2; ;36048;36048; ; 
2023;CAJAMARCA;HUALGAYOC;LUCMACUCHO;2; ;18816;16816; ; 
2023;CAJAMARCA;HUALGAYOC;CHALA;1;RADIO COREMARCA;24186;24186; ; 
2023;CAJAMARCA;HUALGAYOC;EL AUQUE;1;RADIO BAMBAMARCA 1020 AM;55560;55560; ; 
2023;CAJAMARCA;JAEN;CHUNCHUQUILLO;1;INTERACTIVA 102.5 FM; ;27600; ; 
2023;CAJAMARCA;JAEN;PUENTECILLOS;1;MARAÑON;14400;14400; ; 
2023;CAJAMARCA;JAEN;CHAMBAMONTERA;1;RADIO MARAÑON 580AM;26;21000; ; 
2023;CAJAMARCA;JAEN;AMBATO TAMBORAPA;1;LA CHEVERISIMA FM;3000;4000; ; 
2023;CAJAMARCA;JAEN;ANGASH;2; ; ; ; ; 
2023;CAJAMARCA;JAEN;TABACAL;1;MARAÑON 96.1 FM;26400;26400; ; 
2023;CAJAMARCA;JAEN;VISTA ALEGRE DE ZONANGA;1;RADIO PROGRAMAS; ;34800; ;COMBI
2023;CAJAMARCA;JAEN;SAN MIGUEL DE LAS NARANJAS;1;LA CHEVERISIMA 102.3 FM;26200;26200; ; 
2023;CAJAMARCA;JAEN;LA CASCARILLA;1;RADIO MARAÑÓN 96.1 FM;26400;56400; ; 
2023;CAJAMARCA;JAEN;RUMIBAMBA;2; ;13800;13800; ;MOTO LINEAL
2023;CAJAMARCA;JAEN;TABACAL;2; ; ;10000; ; 
2023;CAJAMARCA;JAEN;PACHAPIRIANA;1;FRECUENCIA LIDER 94.5FM; ;1000; ;MOTO LINEAL
2023;CAJAMARCA;JAEN;CEDRO DEL PASTO;1;RADIO MARAÑÓN 96.1 FM;12000;12000; ;MOTO LINEAL
2023;CAJAMARCA;JAEN;SAN LORENZO;2; ;26700;26700; ;MOTO LINEAL
2023;CAJAMARCA;JAEN;MONTANGO;1;MARAÑON;10800;10800; ;MOTO LINEAL
2023;CAJAMARCA;JAEN;CHUNCHUCA;1;RADIO MARAÑON 96.1 FM;27600;27600; ;MOTO LINEAL
2023;CAJAMARCA;JAEN;LA PALMA CENTRAL;1;RADIO MARAÑON 580 AM;26400;30000; ; 
2023;CAJAMARCA;JAEN;LA VIRGINIA;1;NORANDINO 840 AM;26;400; ; 
2023;CAJAMARCA;JAEN;CHAMAYA;2; ;26400;41720; ; 
2023;CAJAMARCA;JAEN;PALO BLANCO;2; ; ;6500; ; 
2023;CAJAMARCA;JAEN;PIQUIJACA;2; ;26400;26400; ;MOTO LINEAL
2023;CAJAMARCA;JAEN;PUERTO HUALLAPE;2; ;3600;3600; ; 
2023;CAJAMARCA;JAEN;ROSARIO DE CHINGAMA;1;RADIO MARAÑON AM;19800;19800; ;MOTO LINEAL
2023;CAJAMARCA;JAEN;EL HUACO;2; ; ;15000; ; 
2023;CAJAMARCA;JAEN;SHUMBA ALTO;1;RADIO MARAÑON AM;2475;3475; ;MOTO LINEAL
2023;CAJAMARCA;JAEN;COCHALAN;2; ;2200;2000; ; 
2023;CAJAMARCA;JAEN;LA ESPERANZA;1;RADIO MARAÑON;6000;16000; ;MOTO LINEAL
2023;CAJAMARCA;JAEN;VISTA ALEGRE DE CHINGAMA;1;RADIO MARAÑON AM;1000;8400; ; 
2023;CAJAMARCA;JAEN;SHUMBANA;2; ;13200;13200; ; 
2023;CAJAMARCA;JAEN;CHALANMACHE;1;RADIO LA MEJOR 97.3 FM; ;18000; ;MOTO LINEAL
2023;CAJAMARCA;JAEN;SAN MARTIN DE PORRAS;1;RADIO NACIONAL  100.9;26000;95; ; 
2023;CAJAMARCA;JAEN;GRANADILLAS;2; ;2200;2000; ; 
2023;CAJAMARCA;JAEN;VALILLO;1;RADIO MARAÑON 97.5 FM;26;2400; ; 
2023;CAJAMARCA;JAEN;PEÑA BLANCA;2; ; ; ; ; 
2023;CAJAMARCA;JAEN;LOS CEDROS DE COLASAY;2; ;27600;49920; ;MOTO LINEAL
2023;CAJAMARCA;SAN IGNACIO;PANCHIA;2; ;29700;29700; ;MOTO LINEAL
2023;CAJAMARCA;SAN IGNACIO;ZAPOTAL;2; ;28500;28500; ; 
2023;CAJAMARCA;SAN IGNACIO;LA LIMA;2; ;18400;18400; ; 
2023;CAJAMARCA;SAN IGNACIO;HUARANGUILLO;2; ;27600;27600; ; 
2023;CAJAMARCA;SAN IGNACIO;VERGEL;1;LA COIPA 89.5;18400;19016; ; 
2023;CAJAMARCA;SAN IGNACIO;RUMIPITE;2; ;18400;18400; ; 
2023;CAJAMARCA;SAN IGNACIO;CHIMARA;1;103.1;27600;27600; ; 
2023;CAJAMARCA;SAN IGNACIO;EL PORVENIR;1;J95.9FM;39300;39300; ; 
2023;CAJAMARCA;SAN IGNACIO;PUERTO TAMBORAPA;1;RADIO MUNICIPAL EL GRAN MIRADOR 106.3;36960;36960; ;MOTO LINEAL
2023;CAJAMARCA;SAN IGNACIO;EL REJO;1;RADIO LA COIPA; ;7800; ; 
2023;CAJAMARCA;SAN IGNACIO;PERICO;1;RADIO MUNICIPAL EL GRAN MIRADOR - 106;36960;36960; ;MOTO LINEAL
2023;CAJAMARCA;SAN IGNACIO;PUERTO CIRUELO;1;RADIO DOBLE J;27600;95906; ; 
2023;CAJAMARCA;SAN IGNACIO;EL PINDO;1;RADIO LA MEJOR FM;11160;11160; ; 
2023;CAJAMARCA;SAN IGNACIO;TAMBORAPA PUEBLO;2; ; ;1340; ; 
2023;CAJAMARCA;SAN IGNACIO;LA LIMA;1;DOBLE JJ 95.9 FM;39300;3275; ;MOTO LINEAL
2023;CAJAMARCA;SAN IGNACIO;PACAYPITE;2; ;22000;22000; ; 
2023;CAJAMARCA;SAN IGNACIO;CHURUYACU;2; ;29700;29700; ; 
2023;CAJAMARCA;SAN IGNACIO;EL TRIUNFO;1;RADIO MARAÑON 96.1;27600;27600; ; 
2023;CAJAMARCA;SAN IGNACIO;CALABOZO;1;RADIO LA MIEL; ;10000; ;MOTO LINEAL
2023;CAJAMARCA;SAN IGNACIO;LA BERMEJA;2; ;29700;29700; ;MOTO LINEAL
2023;CAJAMARCA;SAN IGNACIO;POTRERO GRANDE;1;RADIO LA ZO; ;10000; ;MOTO LINEAL
2023;CAJAMARCA;SAN IGNACIO;SIETE DE AGOSTO;2; ; ; ; ;MOTO LINEAL
2023;CAJAMARCA;SAN IGNACIO;NUEVO TRUJILLO;2; ;29700;27900; ; 
2023;CAJAMARCA;SAN IGNACIO;SAN FRANCISCO;2; ;20000;20000; ; 
2023;CAJAMARCA;SAN IGNACIO;LA MUSHCA;1;RPP;25000;25000; ; 
2023;CAJAMARCA;SAN IGNACIO;LAS PIRIAS;2; ;27600;27600; ; 
2023;CAJAMARCA;SAN IGNACIO;GUAYABAL;1;90.1 FM;27600;27600; ; 
2023;CAJAMARCA;SAN IGNACIO;MIRAFLORES;1;DOBLE JJ 95.9 FM;3450;3450; ;MOTO LINEAL
2023;CAJAMARCA;SAN IGNACIO;HUARANDOZA;1;DOBLE JJ 95.9 FM;27600;27600; ;MOTO LINEAL
2023;CAJAMARCA;SAN IGNACIO;LINDEROS;2; ;29700;29700; ; 
2023;CAJAMARCA;SAN IGNACIO;PUERTO SAN FRANCISCO;2; ;49800;49800; ;MOTO LINEAL
2023;CAJAMARCA;SAN IGNACIO;NUEVA ESPERANZA;1;RADIO LA MIEL 106.7FM;50100;50100; ;MOTO TAXI
2023;CAJAMARCA;SAN IGNACIO;IHUAMACA;1;RADIO SAN IGNACIO 98.7 FM;50100;50100; ; 
2023;CAJAMARCA;SAN IGNACIO;FRANCISCO BOLOGNESI;2; ;49800;49800; ;MOTO LINEAL
2023;CAJAMARCA;SAN IGNACIO;BUENOS AIRES;2; ; ;10000; ; 
2023;CAJAMARCA;SAN IGNACIO;CESARA;1;NAMBALLE 103.1;28200;28200; ; 
2023;CAJAMARCA;SAN IGNACIO;PUERTO CHINCHIPE;2; ;27600;27600; ; 
2023;CAJAMARCA;SAN IGNACIO;EL DIAMANTE;2; ;27600;27600; ; 
2023;CAJAMARCA;SAN MARCOS;LA MANZANILLA;1;RADIO CAMPESINA 1380 AM;27576;27576; ;MOTO LINEAL
2023;CAJAMARCA;SAN MARCOS;EL AZUFRE;1;RADIO CHASQUILLACTA 1150 AM;44400;44400; ; 
